gender_labels,sexuality_labels,dk_column,dk_entry
['02_Gender: Cis Mann'],['09_Sexualität: Heterosexuell'],DK04x01_Überschneidung: Nennung 1,n. a.
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK04x02_Überschneidung: Nennung 2,sanft 
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK04x02_Überschneidung: Nennung 2,"Ich sei verloren und bräuchte Hilfe, weil ich eindeutig nicht wissen wer ich bin und was ich möchte"
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK04x02_Überschneidung: Nennung 2,"schwule Kontexte sind schwer, da ich zwar in einem schwulen Datingsetting bin aber von der anderen Person abgewertet werden kann, cis Männer sich manchmal komisch in ihrer Maskulinität bestätigt fühlen wenn sie mich daten, weil sie ja ""zumindest maskuliner sind"" als ich"
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK04x02_Überschneidung: Nennung 2,Wenn überhaupt können nur Frauen asexuell sein
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK04x02_Überschneidung: Nennung 2,Dass mit meiner sexuellen Identität ein bestimmtes Auftreten einher gehen soll
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK04x02_Überschneidung: Nennung 2,Nach einer Mastektomie will mich keine queere Frau mehr daten
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK04x02_Überschneidung: Nennung 2,Krank
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK04x02_Überschneidung: Nennung 2,Als lesbisches Paar gelesen werden
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK04x02_Überschneidung: Nennung 2,"als nicht binäre afab bin ich im Vorurteil logischerweise nicht straight, weil ich wie nen Kerl aussehe. Also die Verknüpfung vom Bruch mit dem stereotypen Verhalten und der sexuellen Orientierung"
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK04x02_Überschneidung: Nennung 2,"""Das ist alles so kompliziert"""
['10_Gender: Andere'],['01_Sexualität: Schwul'],DK04x02_Überschneidung: Nennung 2,"die dauerhafte Bemühung, mir zu beweisen, dass ich mich irre"
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK04x02_Überschneidung: Nennung 2,mit einer Person in einer Beziehung gehe 
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK04x03_Überschneidung: Nennung 3,nicht wütend 
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK04x03_Überschneidung: Nennung 3,Ich würde nur Aufmerksamkeit haben wollen
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK04x03_Überschneidung: Nennung 3,"Meine Partnerinnen müssen alle hässlich gewesen sein, sonst wäre ich nicht asexuell"
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK04x03_Überschneidung: Nennung 3,Dass meine sexuelle Identität meiner romantischen Orientierung entsprechen muss
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK04x03_Überschneidung: Nennung 3,"Menschen sind heutzutage trans, weil lesbisch oder schwul sein nicht mehr ausreicht, um als besonders zu gelten "
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK04x03_Überschneidung: Nennung 3,"automatische Umkehr von Heterosexualität (man outet sich als trans und Leute gehen automatich davon aus, dass man jetzt ""das andere Geschlecht"" will)"
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK04x03_Überschneidung: Nennung 3,die nicht das selbe geschlecht bei der 
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK04x04_Überschneidung: Nennung 4,geburt zugewiesen bekam
